"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准設立日期","核准解散日期"
"811","43465008","登進實業有限公司","臺北市信義區基隆路2段22號6樓之6","","500000","1050401","1051021"
"812","43657603","百兌興業有限公司","臺北市萬華區萬大路496號2樓","","3000000","1050411","1051005"
"813","43659243","歐姆立有限公司","臺北市松山區南京東路4段130號2樓之1","","650000","1050411","1051005"
"814","43671289","鼎益軒實業股份有限公司","臺北市信義區松智路1號11樓","","3400000","1050413","1051021"
"815","43704654","慶坤實業有限公司","臺北市信義區忠孝東路5段510號15樓","","500000","1050415","1051006"
"816","43722885","洋揚股份有限公司","桃園市蘆竹區新興里中興路105號","","3800000","0640819","1051019"
"817","43782270","草田二有限公司","臺北市大安區忠孝東路4段293號6樓之2","","6000000","1050429","1051012"
"818","43783783","台灣平易尚品國際有限公司","臺北市中山區長安東路2段52號10樓之2","","300000","1050502","1051006"
"819","43826517","優市鮮有限公司","臺北市中山區長春路100號3樓之10","","1500000","1050517","1051014"
"820","43832877","萬來發餐飲有限公司","臺北市松山區敦化北路155巷111號","","500000","1050519","1051018"
"821","43856645","台灣純淨茶味有限公司","臺北市南港區昆陽街152巷6弄3號","","100000","1050530","1051003"
"822","43883360","大眾建築經理股份有限公司","臺北市中山區南京西路1之1號7樓","","1000000","1050606","1051031"
"823","43943043","匯信資產管理顧問有限公司","臺北市中山區南京東路2段150號10樓","","100000","1050705","1051024"
"824","43943944","六號媒體有限公司","臺北市中山區松江路122號11樓","","44300","1050706","1051020"
"825","44956045","鑫城工程有限公司","桃園市蘆竹區南崁里南華三街38巷1弄1號1樓","","5200000","0650913","1051004"
"826","44959367","福崙利器股份有限公司","桃園市中壢區仁愛里新中北路八一六號","","20000000","0651116","1051003"
"827","44994815","河東實業有限公司","桃園市新屋區下田里3鄰7號","","1500000","0671024","1051025"
"828","45017456","思愷有限公司","臺北市大安區忠孝東路4段166號10樓","","2000000","1050719","1051005"
"829","45045050","昱城飼料股份有限公司","彰化縣二林鎮豐田里二溪路一段298號1樓","","2000000","1050325","1051017"
"830","45092530","艾家食品有限公司","桃園市楊梅區瑞溪里梅獅路二段162號一樓","","100000","1050419","1051028"
"831","45103327","神龍國際養生事業有限公司","雲林縣斗六市鎮東里文化路406號1樓","","1000000","1050504","1051026"
"832","45106936","曜東方國際貿易有限公司","桃園市桃園區同安里同德六街89號10樓之3","","100000","1050516","1051025"
"833","45108266","峯億企業有限公司","屏東縣高樹鄉高樹村興中路354號3樓","","1000000","1050518","1051012"
"834","45108863","峻騰水電有限公司","彰化縣田中鎮中路里中南路三段430巷8號1樓","","1000000","1050520","1051028"
"835","45111136","美艾吉餐飲有限公司","嘉義市東區芳草里立仁路52號1樓","","2000000","1050527","1051013"
"836","45115837","萬德仕有限公司","桃園市蘆竹區中興里大興八街66號","","500000","1050613","1051007"
"837","45119469","舜林企業有限公司","桃園市桃園區復興路393號10樓之2","","5000000","1050623","1051007"
"838","45119475","詮錦工程興業有限公司","新竹縣竹北市溪州里6鄰中正西路1106號1樓","","1000000","1050623","1051018"
"839","45122274","博識學苑有限公司","屏東縣屏東市崇武里華盛二街19號","","200000","1050701","1051011"
"840","45129430","宇祺工業有限公司","高雄市仁武區仁信巷47號1樓","","1000000","1050325","1051005"
"841","45130909","大業物流國際有限公司","高雄市苓雅區中山二路461號4樓之13","","500000","1050411","1051020"
"842","45132499","雄太工程有限公司","高雄市鳳山區瑞大街99巷18號","","250000","1050425","1051004"
"843","45132625","食尚美味餐飲文化有限公司","高雄市鼓山區明誠四路41號1、2樓","","1500000","1050426","1051012"
"844","45134476","金廣投資有限公司","高雄市鼓山區大順一路945號11樓","","100000","1050509","1051025"
"845","45135587","鴻啟實業有限公司","高雄市湖內區長春一街119號1樓","","100000","1050517","1050926"
"846","45137451","卡萊斯拉花汽車有限公司","高雄市仁武區永新五街200巷16號","","138000","1050530","1051012"
"847","45190960","酒霸股份有限公司","臺中市西區民龍里公益路52號7樓之2","","1000000","1050427","1051012"
"848","45196330","照勝科技有限公司","臺中市北區文莊里中清路一段89號15樓之6","","100000","1050504","1051013"
"849","45876619","藍杉科技顧問股份有限公司","臺中市西區公民里五權路1之67號5樓","","100000","1050512","1051027"
"850","45881704","雲擎雲端科技有限公司","臺中市西屯區潮洋里市政北二路236號27樓之1","","500000","1050606","1051003"
"851","45881710","愚中娛科技有限公司","臺中市西屯區潮洋里市政北二路236號21樓之6","","500000","1050606","1051001"
"852","45881726","炬龍科技有限公司","臺中市西屯區潮洋里市政北二路236號21樓之2","","500000","1050606","1051020"
"853","45884195","台灣創基生技股份有限公司","臺中市北區健行里忠太東路57號1樓","","20000000","1050620","1051027"
"854","45891111","德和國際精密機械有限公司","臺南市永康區龍潭里龍安街338號1樓","","1000000","1050411","1051027"
"855","45892569","晨蕾服裝有限公司","臺南市永康區中山北路164巷60之5號1樓","","1000000","1050428","1051019"
"856","45893271","大石綠能開發有限公司","臺南市北區北安路一段142巷29號1樓","","1050000","1050509","1051021"
"857","45893899","友順事業有限公司","臺南市中西區西湖里湖美二街103號1樓","","100000","1050518","1051025"
"858","45896093","弘騰有限公司","臺南市北區大和里大和路310號1樓","","300000","1050621","1051027"
"859","45896994","勝樂國際有限公司","臺南市永康區復國里國華街55號9樓之3","","500000","1050704","1051021"
"860","45898352","城域有限公司","臺南市新營區新北里民治路156巷21號1樓","","1000000","1050722","1051028"
"861","45906677","磅礴國際貿易有限公司","新北市三重區大同北路44巷23號(1樓)","","3000000","1050412","1051013"
"862","45907970","三米國際有限公司","新北市三重區重新路5段609巷4之10號","","3900000","1050413","1051028"
"863","46327084","景瑞有限公司","新北市永和區永和路2段166號19樓之5","","1000000","1050510","1051027"
"864","46462905","原點有限公司","新北市林口區文化二路1段68巷10號5樓","","20000","1050519","1051019"
"865","46581607","隔壁老楊股份有限公司","新北市三重區中華路20巷2之1號5樓","","50000","1050526","1051028"
"866","46608704","日日發能源股份有限公司","新北市土城區中央路4段2號5樓之1","","5000000","1050527","1051004"
"867","47012421","美兆健康服務有限公司","新北市蘆洲區集賢路269巷15弄2號5樓","","500000","1050606","1051012"
"868","47048693","小優雅愛生活有限公司","新北市蘆洲區信義路158之5號7樓","","1000000","1050620","1051019"
"869","47056721","挺特企業有限公司","新北市中和區和平街11-1號","","200000","1050622","1051024"
"870","47057094","新宇食品有限公司","新北市三重區力行路1段38巷27號","","1000000","1050623","1051017"
"871","47072969","細漢有限公司","新北市新店區安德街130巷3號5樓","","100000","1050630","1051025"
"872","47082967","源躍資訊有限公司","新北市板橋區南興路36號","","50000","1050712","1051024"
"873","47086507","福裕精科有限公司","桃園市中壢區過嶺里福祥路289巷12號(1樓)","","1000000","1050715","1051003"
"874","50543009","慈慶企業有限公司","苗栗縣竹南鎮海口里仁德路361號1樓","","5000000","0730615","1051027"
"875","51966005","寶冠新月投資有限公司","臺北市大安區復興南路2段157號7樓之6","","2000000","1050411","1051014"
"876","52207191","金東娛樂股份有限公司","臺北市信義區忠孝東路5段474號4樓","","2000000","1050818","1051012"
"877","52269490","健南煤氣有限公司","臺中市南區國光里瑞豐街一巷一號一樓","","1500000","0630628","1051017"
"878","52309747","國華川菜有限公司","臺北市中正區公園路13號3樓","","9000000","1050923","1051013"
"879","52450575","品川企業股份有限公司","臺中市西屯區大墩十七街八六號","","5000000","0660803","1051004"
"880","52704640","天梯防水防熱企業有限公司","臺中市西屯區西墩里西林巷5之48號1樓","","7200000","0710427","1051031"
"881","52785495","新鈞企業有限公司","臺中市北屯區文昌東五街二○號","","5000000","0720211","1051019"
"882","52903789","運昌興業有限公司","臺中市東區建德街132號1樓","","9100000","0730706","1051012"
"883","53030329","承展新能源有限公司","新北市中和區中山路3段120之31號12樓","","5000000","0990423","1051026"
"884","53030664","禾順生物科技有限公司","臺中市北屯區松竹路二段59巷4號1樓","","300000","0990423","1051017"
"885","53033584","五福營造工程有限公司","基隆市信義區仁一路7巷79號4樓","","3000000","0990429","1051020"
"886","53035957","盛潤企業股份有限公司","臺中市西屯區惠來里市政路500號13樓之2","","5000000","0990504","1051028"
"887","53038005","金閎翎企業有限公司","新竹縣新豐鄉復興街32號","","500000","0990506","1051012"
"888","53040092","泓光科技有限公司","臺中市西屯區何源里文心路三段526之2號","","1000000","0990511","1051012"
"889","53041894","微電照明科技股份有限公司","臺中市豐原區豐西里瑞安街181號2樓","","5000000","0990514","1051005"
"890","53047399","品證有限公司","臺中市豐原區社皮里中正路695巷27號1樓","","100000","0990524","1051025"
"891","53060532","敦致機電有限公司","臺北市南港區研究路1段99號5樓之7","","300000","0990621","1051014"
"892","53077442","瓏德育成有限公司","新竹縣湖口鄉鳳山村三民南路36巷35號1樓","","500000","0990723","1051004"
"893","53097475","佳叡機械有限公司","臺北市中山區長安東路2段112號4樓之3","","1000000","0991004","1051028"
"894","53098951","律創資訊股份有限公司","臺北市內湖區洲子街183號3樓","","2000000","0991008","1051014"
"895","53099585","邱禾國際有限公司","臺北市士林區承德路4段220號6樓","","1000000","0991011","1051028"
"896","53102195","開拓寰宇股份有限公司","臺北市內湖區堤頂大道2段497號11樓之6","","1000000","0991020","1051017"
"897","53106349","貿豐國際有限公司","臺北市松山區健康路228號2樓","","1200000","0991104","1051012"
"898","53110483","安妮路易有限公司","臺北市中山區中山北路3段51之2號","","2000000","0991119","1051004"
"899","53111379","百馥實業有限公司","臺北市中正區廈門街81巷17號","","500000","0991123","1051004"
"900","53114495","晁陽有限公司","臺北市大安區忠孝東路4段325號12樓之1","","3000000","0991206","1051027"
"901","53115500","風景好創意文化有限公司","臺北市大安區新生南路1段97巷40號3樓之1","","1000000","0991208","1051014"
"902","53132590","冠捷五金企業有限公司","臺中市太平區新坪里新平路三段296巷3號1樓","","500000","0990803","1051017"
"903","53135816","鴻琪貿易有限公司","嘉義市西區磚里玉山路158巷104號12樓之3","","6000000","0990809","1051020"
"904","53141394","三旺福有限公司","新竹市東區關帝里南門街79號1樓","","500000","0990819","1051007"
"905","53159844","善云生命禮儀有限公司","桃園市龍潭區東興里中興路63巷14弄1衖5號3樓","","30000","0990928","1051025"
"906","53164092","拓樸建設開發有限公司","臺中市南屯區永春東一路555號","","4000000","0991006","1051005"
"907","53167844","奇瀧德國際有限公司","臺中市南屯區文山里保安五街98號2樓","","5000000","0991013","1050930"
"908","53186027","美人計流通事業有限公司","新北市三重區文化北路131巷3號","","100000","0991014","1051025"
"909","53196756","經典汽車維修有限公司","臺北市中山區濱江街350號","","3000000","0991206","1051014"
"910","53210672","大潤發廣告有限公司","新北市蘆洲區保和里三民路121號","","500000","1000221","1051011"
"911","53210791","建安興建設股份有限公司","新北市板橋區重慶路260號11樓","","5000000","1000222","1051019"
"912","53225268","旭燁科技股份有限公司","新北市中和區中正路753號5樓","","19000000","1000425","1051031"
"913","53226787","行動工廠有限公司","新北市中和區中山路2段301之12號","","2000000","1000502","1051024"
"914","53227553","華倫國際企業有限公司","新北市三芝區後厝里淺水灣街6之15號8樓","","250000","1000505","1051005"
"915","53231260","大峰數位科技有限公司","高雄市三民區建國三路316之1號1樓","","1000000","1000103","1050921"
"916","53234246","元富機械工程有限公司","高雄市小港區平和五路23號7樓","","5000000","1000127","1051017"
"917","53235076","心元工程有限公司","高雄市左營區立信路11號","","10000000","1000209","1051018"
"918","53237551","鎰銓興企業有限公司","高雄市小港區宏文路196號12樓","","1000000","1000307","1051003"
"919","53237601","兆邑地產有限公司","高雄市鼓山區裕誠路1033號12樓","","3000000","1000307","1050926"
"920","53238741","北澤川設計工程有限公司","高雄市三民區中和街187號14樓","","1000000","1000316","1050920"
"921","53241865","京鈺食品有限公司","高雄市前鎮區中華5路969巷1弄1號6樓之4","","500000","1000413","1051020"
"922","53246382","贏鼎資訊有限公司","高雄市鼓山區明華路315號14樓之2","","1000000","1000511","1051007"
"923","53247832","愛家國際實業有限公司","高雄市仁武區名山三街51號","","2000000","1000525","1051017"
"924","53248852","冠界有限公司","高雄市苓雅區泰豐街16巷2號","","5000000","1000603","1051013"
"925","53249326","特宏生技有限公司","高雄市新興區民權一路251號19樓之2","","5000000","1000609","1051018"
"926","53250717","宏承工程實業有限公司","高雄市苓雅區永興街108號1樓","","1000000","1000622","1051027"
"927","53251336","廣達商業有限公司","高雄市三民區大順二路536巷2號1樓","","100000","1000627","1051014"
"928","53255868","晨泓企業有限公司","高雄市苓雅區三多三路220號3樓之1","","1000000","1000805","1050929"
"929","53276717","晶資開發有限公司","嘉義縣太保市麻寮里中山路二段46之7號","","1000000","0991213","1051026"
"930","53291267","圓夢家實業有限公司","臺中市西屯區港尾里中康街212號1樓","","200000","1000112","1051024"
"931","53293413","弘呈有限公司","臺北市中山區建國北路3段70號","","3000000","1000117","1051007"
"932","53302813","旺鴻科研有限公司","臺南市中西區頂美三街239巷8號1樓","","250000","1000209","1051014"
"933","53303377","清捷清潔有限公司","新北市五股區登林路81之18號","","300000","1000211","1051028"
"934","53304312","福旺開發有限公司","新竹市三民里民族路57號1樓","","1000000","1000215","1051017"
"935","53304729","協發專案管理顧問股份有限公司","桃園市平鎮區新富里中豐路202巷26號4樓","","1000000","1000216","1051017"
"936","53310258","易渼形象國際股份有限公司","臺北市大安區復興南路1段92之2號1樓","","1000000","1000131","1051019"
"937","53312122","台灣康寶盈生物科技有限公司","臺北市信義區基隆路2段189號13樓之6","","5000000","1000215","1051024"
"938","53312333","零到壹有限公司","臺北市大同區承德路1段35號11樓之1","","100000","1000216","1051024"
"939","53318358","好饌股份有限公司","臺北市松山區敦化北路120巷16號1樓","","10000000","1000310","1051017"
"940","53320853","品安食品有限公司","臺北市士林區大南路419號8樓","","1000000","1000317","1051018"
"941","53325153","平雲蔬園有限公司","臺北市中山區南京東路2段97號地下樓","","3000000","1000330","1051004"
"942","53330901","富士印低碳股份有限公司","臺北市內湖區堤頂大道1段331號5樓","","36927390","1000419","1051028"
"943","53337334","璞界顧問有限公司","新北市永和區安樂路310號10樓之5","","1000000","1000511","1051025"
"944","53351861","瑞仕聯國際股份有限公司","臺北市信義區光復南路463之1號2樓","","1000000","1000624","1051014"
"945","53356325","台灣國際文創事業股份有限公司","臺北市內湖區新湖三路237號3樓","","11250000","1000707","1051006"
"946","53362987","原冠科技有限公司","新竹縣竹北市鹿場里成功七街128號","","3000000","1000307","1051003"
"947","53375553","加昇水產科技有限公司","臺東縣太麻里鄉三和村漁場83號","","2000000","1000328","1051013"
"948","53388213","葦晨行銷整合有限公司","臺南市安南區理想里海佃路二段342巷43號","","500000","1000421","1051026"
"949","53398612","伯特利不動產仲介有限公司","宜蘭縣宜蘭市民權里7鄰中山路二段137號1樓","","200000","1000511","1051025"
"950","53408999","嘉鎂精密光學股份有限公司","","","0","1000530","1051007"
"951","53417478","耀興富不動產仲介有限公司","新北市新莊區復興路2段6號(1樓)","","1000000","1000622","1051027"
"952","53418027","德誠信不動產有限公司","新北市淡水區中正東路2段31號","","2000000","1000624","1051012"
"953","53419659","上逸資訊有限公司","新北市土城區中華路2段102號","","4000000","1000630","1051017"
"954","53429973","鈞霖不動產有限公司","新北市新莊區龍安路2號(1樓)","","300000","1000815","1051012"
"955","53459151","有時藝術顧問有限公司","新北市新莊區裕民里中正路新生巷44弄8之2號","","250000","1001117","1051004"
"956","53460684","日友不動產仲介經紀有限公司","新北市三重區文化南路8之2號1樓","","600000","1001124","1051006"
"957","53471275","靚睫國際行銷有限公司","臺中市東區南京東路一段324巷12號1樓","","1000000","1000602","1051004"
"958","53486426","瑋呈化妝品有限公司","桃園市平鎮區金星里南京路222號1樓","","200000","1000701","1051004"
"959","53492665","均鈦科技有限公司","苗栗縣頭份市蟠桃里1鄰忠孝二路5巷6號","","500000","1000714","1051012"
"960","53495121","星驊科技通訊股份有限公司","新竹縣竹北市東平里六家五路2段116號7樓","","1000000","1000719","1051006"
"961","53497649","宏鈦工業股份有限公司","","","0","1000722","1051020"
"962","53509407","岳鑫企業有限公司","臺中市豐原區合作街151巷3弄18號1樓","","500000","1000816","1051012"
"963","53513541","尼尼薇生物科技股份有限公司","臺中市西區精誠九街13號","","1000000","1000824","1051025"
"964","53515251","金泰精機有限公司","臺中市豐原區三豐路675巷6-1號","","1000000","1000826","1051005"
"965","53516701","唐鋒數位有限公司","臺中市西屯區潮洋里市政北二路238號16樓之5","","500000","1000830","1051021"
"966","53522078","永源室內裝修有限公司","臺北市大安區羅斯福路2段79之1號10樓之2","","500000","1000727","1051003"
"967","53523317","果緣有限公司","臺北市大安區延吉街62巷1號1樓","","8400000","1000801","1051012"
"968","53530231","台育國際管理顧問有限公司","臺北市大同區華陰街57號4樓","","1000000","1000823","1051031"
"969","53533048","萬象整合行銷有限公司","臺北市中山區復興北路502號2樓","","250000","1000901","1051028"
"970","53539508","四方國際顧問有限公司","基隆市安樂區武崙里基金一路135巷5弄39號5樓","","250000","1000927","1051011"
"971","53565646","樂巢有限公司","臺北市中正區思源街1號","","3000000","1001223","1051013"
"972","53565929","都納有限公司","臺北市內湖區內湖路1段360巷10號8樓","","5000000","1001226","1051025"
"973","53569501","耕揚生技有限公司","高雄市鳥松區松埔北巷11之155號","","1000000","1000908","1050926"
"974","53570198","力立機械有限公司","高雄市美濃區吉和里福興7之1號","","3500000","1000919","1051017"
"975","53571817","盛太國際有限公司","高雄市新興區中正三路120號2樓","","25000000","1001003","1051006"
"976","53576432","元豪電子科技有限公司","高雄市三民區鼎新路35號1樓","","1000000","1001115","1050926"
"977","53578157","鑫富華資產管理股份有限公司","高雄市三民區永年街77巷32之4號","","1000000","1001130","1050926"
"978","53578683","丁于實業有限公司","高雄市左營區新中街95號","","10000000","1001206","1051005"
"979","53582928","嘉辰餐飲有限公司","高雄市鳳山區文衡路528號","","4600000","1010116","1050930"
"980","53583460","圓石設計有限公司","高雄市三民區大豐二路219號2樓","","1000000","1010119","1051005"
"981","53584355","長久順企業有限公司","高雄市三民區大順二路３６３號１樓","","660000","1010206","1051025"
"982","53586157","鼎堅設計規劃有限公司","高雄市三民區義發街３８號１樓","","1000000","1010223","1051028"
"983","53593241","品立國際有限公司","高雄市鼓山區明華路119號5樓之1","","100000","1010420","1051011"
"984","53595487","展宏國際運通有限公司","高雄市前金區長生街9之1號1樓","","3000000","1010509","1051007"
"985","53596211","港隆不動產仲介經紀有限公司","高雄市小港區沿海一路55之3號","","500000","1010516","1051005"
"986","53596492","伊利沙代國際美學股份有限公司","","","0","1010517","1051003"
"987","53596599","京品房屋有限公司","高雄市鳳山區建國路3段57號","","500000","1010518","1050926"
"988","53598718","雲鵬實業有限公司","高雄市苓雅區中華四路54號1樓","","480000","1010605","1051006"
"989","53600340","弘裕精品實業有限公司","臺中市北屯區軍功里軍福十八路199號1樓","","800000","1000907","1051005"
"990","53607097","國隆工程實業有限公司","新竹市東園街143號","","1000000","1000922","1051026"
"991","53609052","陽陞實業有限公司","臺中市西區土庫里五權西五街26巷11號1樓","","1000000","1000927","1051024"
"992","53618046","神彩數位設計有限公司","苗栗縣苗栗市玉華里4鄰玉清街94巷2號1樓","","3600000","1001014","1051031"
"993","53623478","鑫摩比科技有限公司","嘉義市東區安業里世賢路四段502號1樓","","1000000","1001026","1051004"
"994","53636776","晶瓚有限公司","桃園市八德區高城里高城六街51號8樓","","100000","1001124","1051013"
"995","53641172","長和不動產有限公司","桃園市中壢區中豐北路一段720、722號","","1000000","1001202","1051026"
"996","53681390","澳麗國際貿易有限公司","新北市汐止區汐萬路1段192之2號6樓","","500000","1010120","1051004"
"997","53684811","僑福房屋不動產有限公司","新北市板橋區三民路1段122號12樓","","500000","1010217","1051018"
"998","53691290","三雲科技有限公司","新北市三重區光復路1段61巷25弄6號5樓","","1000000","1010316","1051031"
"999","53718636","鴻宇興業有限公司","新北市新莊區新泰路337號2樓","","1000000","1010720","1051007"
"1000","53720393","繁星點點貿易有限公司","新北市中和區中山路2段145號1樓","","100000","1010730","1051025"
"1001","53729599","統合網路科技有限公司","臺北市內湖區金龍路207號1樓","","2000000","1010109","1051017"
"1002","53733046","智河整合行銷有限公司","臺北市內湖區文德路22巷9弄30號地下樓","","5000000","1010119","1051012"
"1003","53738366","一團生技國際有限公司","臺北市信義區吳興街354號1樓","","10000000","1010217","1051006"
"1004","53743311","薇薾流行設計有限公司","臺北市中山區天祥路57號1樓","","1000000","1010307","1051005"
"1005","53745330","育材企業有限公司","臺北市文山區羅斯福路5段241號","","1000000","1010312","1051005"
"1006","53755420","時空國際有限公司","臺北市信義區莊敬路178巷10號1樓","","1000000","1010413","1051019"
"1007","53760465","聚鑫實業有限公司","臺北市士林區士東路316號4樓","","2000000","1010427","1051003"
"1008","53769705","瓢蟲創意有限公司","臺北市大同區華陰街91號8樓之3","","500000","1010529","1051007"
"1009","53769888","義眾科技股份有限公司","新北市永和區永和路2段57號4樓","","760000","1010529","1051003"
"1010","53771147","筑鎮國際有限公司","臺北市內湖區成功路4段182巷6弄45號1樓","","1000000","1010604","1051020"
"1011","53773882","水塘行有限公司","臺北市松山區南京東路4段57號1至4樓","","3700000","1010613","1051021"
"1012","53782003","康源科技有限公司","新竹市東區復中里中央路255巷1號2樓之1","","1000000","1001226","1051025"
"1013","53784558","恩竹有限公司","桃園市平鎮區廣仁里廣豐街35巷2弄1號1樓","","1000000","1001230","1051019"
"1014","53787632","比遜有限公司","苗栗縣苑裡鎮山腳里77號1樓","","1000000","1010106","1051019"
"1015","53789569","尚帥實業有限公司","桃園市蘆竹區南興里奉化路202號12樓之4","","6000000","1010111","1051031"
"1016","53790904","雅暉建設股份有限公司","彰化縣彰化市三村里三竹路301之1號","","200000","1010116","1051004"
"1017","53795561","慧晟實業有限公司","桃園市龜山區萬壽路一段430巷3號","","2000000","1010131","1051028"
"1018","53797548","長浤工程有限公司","臺中市神岡區庄後里厚生路120號1樓","","100000","1010207","1051031"
"1019","53811611","提德國際貿易有限公司","桃園市桃園區龍鳳里國強一街267號4樓之3","","100000","1010307","1051006"
"1020","53811675","欣友醫藥科技有限公司","雲林縣斗六市公正里凱旋街31號1樓","","3000000","1010307","1051014"
"1021","53815145","悅緹國際有限公司","新竹市武陵路271巷57弄37號2樓","","48000000","1010314","1051024"
"1022","53816550","品右國際有限公司","高雄市苓雅區中華四路53號12樓","","500000","1010316","1051006"
"1023","53824828","豐宏聯運有限公司","臺中市東勢區東蘭路197-53號1樓","","100000","1010330","1051026"
"1024","53827959","展郁有限公司","臺中市豐原區南陽里南陽路123巷7號1樓","","1000000","1010405","1051012"
"1025","53829078","立達國際實業有限公司","南投縣竹山鎮延平里保甲路6號","","200000","1010409","1051005"
"1026","53830201","理邦應材有限公司","臺北市大安區忠孝東路4段270號7樓之1","","500000","1010410","1051028"
"1027","53830758","桃裕不動產仲介有限公司","桃園市中壢區忠福里福州二街451號1樓","","500000","1010411","1051017"
"1028","53830808","臻譓來有限公司","桃園市平鎮區龍德路219號1樓","","250000","1010411","1051018"
"1029","53837979","華燦建設有限公司","新竹市中山路431巷50號","","2000000","1010424","1051021"
"1030","53843037","宇聖國際創研有限公司","臺中市南區西川里崇倫北街19巷29號1樓","","1000000","1010504","1051024"
"1031","53843819","慶陽生物科技有限公司","臺中市中區光復里民族路92號6樓之2","","200000","1010507","1051004"
"1032","53847821","倢揚國際股份有限公司","臺中市西屯區福恩里工業區一路2巷3號5樓之7","","1000000","1010514","1051005"
"1033","53850402","成軒國際有限公司","桃園市桃園區中正里館後一街60號13樓","","2000000","1010517","1051017"
"1034","53852669","華泰斯綠色工業有限公司","嘉義市西區保福里興達路５６４號八樓之２","","1000000","1010522","1051028"
"1035","53858853","威豪室內裝修有限公司","臺中市豐原區西湳里三豐路799巷133弄2號1樓","","1000000","1010604","1051031"
"1036","53865221","展九機械有限公司","宜蘭縣蘇澳鎮龍德里福德路354巷8號1樓","","500000","1010615","1051014"
"1037","53865411","京澄工程有限公司","新竹縣湖口鄉仁興路46之6號1樓","","1000000","1010615","1051005"
"1038","53870738","艾德網路有限公司","臺中市南屯區忠勇路107之20號1樓","","196000","1010627","1051018"
"1039","53874328","榮益有限公司","臺中市南屯區田心里大墩六街390號","","500000","1010704","1051003"
"1040","53876114","海泳股份有限公司","屏東縣屏東市北興里公裕街508巷14號","","5000000","1010706","1051007"
"1041","53877916","宥松科技有限公司","新竹縣竹北市竹北里中山路48號","","2000000","1010711","1051021"
"1042","53879870","尚標有限公司","高雄市岡山區光潭路111號1樓","","1000000","1010613","1051003"
"1043","53880980","艾斯普羅國際貿易有限公司","高雄市苓雅區中山二路320號8樓之2","","10000000","1010625","1051004"
"1044","53886112","締展國際有限公司","高雄市三民區黃興路96號","","1500000","1010813","1051024"
"1045","53887484","博鏵有限公司","高雄市岡山區大仁南路180之2號13樓","","1000000","1010822","1051017"
"1046","53889547","海明威有限公司","高雄市鳳山區鳳東路537號4樓之6","","1500000","1010917","1050923"
"1047","53894529","曜明股份有限公司","高雄市苓雅區民權一路34號5樓之1","","1000000","1011030","1051006"
"1048","53895512","好厝邊興業有限公司","高雄市三民區天民路53號1樓","","500000","1011108","1051026"
"1049","53896836","楫岡食品有限公司","高雄市仁武區仁慈路35巷86號","","5000000","1011122","1050923"
"1050","53897899","鴻順生技有限公司","高雄市阿蓮區峰南43號","","100000","1011203","1050927"
"1051","53898588","淙穎企業有限公司","高雄市林園區東林東路40號1樓","","3000000","1011210","1051020"
"1052","53905434","名倫汽車有限公司","高雄市鼓山區明華路240號","","3000000","1020206","1051006"
"1053","53908158","廣華豐有限公司","高雄市苓雅區中華四路98號1樓","","1000000","1020311","1051006"
"1054","53908853","湧銓營造有限公司","高雄市三民區漢口街271號1樓","","3000000","1020315","1051026"
"1055","53911512","牛頓雜誌股份有限公司","臺北市中正區重慶南路1段139號2樓","","3600000","1010706","1051018"
"1056","53916170","金開聯合股份有限公司","臺北市中山區中山北路1段83巷16之1號3樓之4","","10000000","1010720","1051019"
"1057","53917001","佳奇科技股份有限公司","臺北市大安區建國南路2段69巷56號","","5000000","1010724","1051018"
"1058","53925001","嘉北有限公司","臺北市內湖區安泰街51巷5號4樓","","1000000","1010821","1051027"
"1059","53925781","中華成驤國際股份有限公司","臺北市中山區南京西路1-1號11樓","","1000000","1010823","1051011"
"1060","53927704","泰一泰雲城股份有限公司","臺北市松山區復興北路231巷4號","","3500000","1010831","1051031"
"1061","53930911","萬亨達娛樂股份有限公司","臺北市大安區安和路1段73號1樓","","2000000","1010912","1051011"
"1062","53932621","婕瑀國際事業有限公司","臺北市大安區復興南路1段321號1樓A18室","","1000000","1010918","1051028"
"1063","53933142","台灣高岳電機股份有限公司","臺北市大同區南京西路41號8樓之1","","60000000","1010919","1051018"
"1064","53940621","璞儷國際有限公司","臺北市中山區樂群三路51號1樓、53號1樓","","21989000","1011015","1051007"
"1065","53945323","太鮮興業股份有限公司","臺北市大安區忠孝東路4段285號6樓","","20000000","1011025","1051003"
"1066","53947259","豆豆有限公司","臺北市北投區明德路271號1樓","","1000000","1011101","1051028"
"1067","53947602","大鹿廣告有限公司","新北市林口區興林一街86巷18號","","4000000","1011102","1051006"
"1068","53958092","凱秝家國際有限公司","臺北市萬華區水源路195號11樓之4","","160000","1011211","1051019"
"1069","53963320","包滿意資源回收有限公司","桃園市龍潭區民生路177巷1弄11-4號1樓","","500000","1010724","1051014"
"1070","53964067","立達不動產有限公司","花蓮縣花蓮市國富里莊敬路222號1樓","","500000","1010726","1051003"
"1071","53972480","恆輝實業有限公司","桃園市中壢區華愛里16鄰華勛街79巷17號","","100000","1010815","1051014"
"1072","53976465","鼎富國際有限公司","臺中市東區喬城一街148號1樓","","1000000","1010823","1051006"
"1073","53977464","大康健康事業有限公司","新竹市勝利路17號4樓","","500000","1010828","1051027"
"1074","53984649","鷹珠有限公司","臺中市南屯區同心里文心路一段186號10樓之9","","500000","1010914","1051007"
